tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
"We must reaffirm our collective commitment to Brown by holding this Administration accountable, enforcing federal civil rights laws, and supporting local efforts to end inequities and integrate public schools.",1123292548687122439,2019-04-30,18:26:28,repbonamici,0,7,21,2019-04-30 18:26:28
"The Trump Admin is showing hostility toward efforts to diversify schools and has repeatedly rolled back critical guidance that protected students’ civil rights. They also propose ‘Education Freedom Scholarships,’ which would exacerbate inequity & drain public resources.",1123292511408197632,2019-04-30,18:26:19,repbonamici,2,5,16,2019-04-30 18:26:19
"65 years after #BrownvBoard, we must acknowledge that we have yet to fulfill the promise of this landmark case. Today we are seeing the re-segregation of schools, and a rise in racially and socioeconomically isolated schools. pic.twitter.com/K9tzYXIBKk",1123292460594151424,2019-04-30,18:26:07,repbonamici,3,9,23,2019-04-30 18:26:07
"The climate crisis affects our entire economy, and supporting workers must be central to our transition to a clean energy economy. Confronting climate change requires innovation, and federal investments in R&D are critical to developing and deploying new clean energy technologies",1123267877786849281,2019-04-30,16:48:26,repbonamici,0,1,10,2019-04-30 16:48:26
Today @ClimateCrisis recognized the alarming findings from the latest @IPCC_CH report and started talking about meaningful solutions to #ActOnClimate. We must put our nation on a path to achieve net-zero emissions no later than mid-century. pic.twitter.com/ibBEhAOqvH,1123267735507677190,2019-04-30,16:47:52,repbonamici,1,3,13,2019-04-30 16:47:52
"Cancer, diabetes, heart disease –  across the board, communities of color suffer increased #HealthDisparities for chronic diseases. This #MinorityHealthMonth, join me in standing with the @OfficialCBC, @HispanicCaucus, & @CAPAC to fight systemic health injustices. #NMHM19",1123242262853488640,2019-04-30,15:06:38,repbonamici,4,6,19,2019-04-30 15:06:38
"Vaccination prevents outbreaks of vaccine-preventable diseases like measles, whooping cough, polio, & more. This #WorldImmunizationWeek, let’s give kids a @ShotAtLife by reminding everyone that #VaccinesWork. https://shotatlife.org/2019/04/24/wiw-2019-how-vaccineswork-part-1/ …",1123215100792463361,2019-04-30,13:18:43,repbonamici,3,9,27,2019-04-30 13:18:43
These Tribes have treaty rights to fishing access sites & we must uphold our obligations to provide safe and sanitary housing and infrastructure.,1123004238748114944,2019-04-29,23:20:49,repbonamici,0,11,32,2019-04-29 23:20:49
Thank you to @repblumenauer for his leadership to address an injustice that four Columbia River Tribes have faced for decades. https://www.oregonlive.com/politics/2019/04/after-3-years-federal-bill-to-fix-columbia-river-tribal-fishing-sites-could-become-law.html?cmpid=931116601 …,1123004172025126912,2019-04-29,23:20:33,repbonamici,1,19,65,2019-04-29 23:20:33
"Congratulations to the Constitution teams from Portland’s Grant & Lincoln High Schools for making it to the “We the People” national finals! These students have an impressive understanding of civics & the Constitution, and have worked hard for this honor. I'll be cheering them on pic.twitter.com/a0tvqx5k1S",1122972917757771781,2019-04-29,21:16:22,repbonamici,1,3,39,2019-04-29 21:16:22
Yesterday was #WorkersMemorialDay – a time for us to pay tribute to workers killed or injured on the job. And it’s also a time to recommit to making workplaces safer. I'm proud to co-sponsor @RepJoeCourtney's bill to protect workers from the growing threat of workplace violence. pic.twitter.com/NNFVGTUigK,1122840114361663488,2019-04-29,12:28:39,repbonamici,0,4,5,2019-04-29 12:28:39
"Our communities are safer when everyone can participate in the justice system without fear. I will continue pushing for legislation to require ICE to stay out of sensitive locations, including places of worship, schools, and courthouses.",1122242936824041474,2019-04-27,20:55:41,repbonamici,16,20,91,2019-04-27 20:55:41
This is another troubling report about ICE intimidating people in a courthouse. ICE agents are not police; their refusal to produce a warrant and the use of physical force against an attorney are unacceptable and deserve further scrutiny. http://www.wweek.com/news/courts/2019/04/26/an-ice-agent-shoved-a-lawyer-while-making-an-arrest-at-the-multnomah-county-courthouse/ …,1122242777088237575,2019-04-27,20:55:02,repbonamici,33,94,177,2019-04-27 20:55:02
"It was my pleasure to join @OLCV to recognize their work in combating climate change and protecting the environment. As a member of @ClimateCrisis, I will continue to fight with them because the future of our planet & health of our communities depend on our actions today. pic.twitter.com/YC8YBcGYkY",1121974502840307714,2019-04-27,03:09:01,repbonamici,0,8,22,2019-04-27 03:09:01
"Students in Seaside have a remarkable opportunity to learn about science & help their community while working with @Surfrider. I enjoyed hearing more about their project, which benefits the health of our oceans. pic.twitter.com/fZClhJMN6o",1121858231494746112,2019-04-26,19:27:00,repbonamici,1,1,7,2019-04-26 19:27:00
"The many projects that have benefited from these funds include: four shelters for domestic violence survivors & people who are homeless, Cornelius Place, the Virginia Garcia Memorial Health Center, and the development or rehabilitation of 2,000+ affordable housing units.",1121822682880913410,2019-04-26,17:05:44,repbonamici,0,2,6,2019-04-26 17:05:44
"This week is National Community Development Week, which recognizes the importance of Community Development Block Grants and the HOME Program. I am proud to support funding for these programs and join our communities in recognizing the good they do. #CDWeek2019 pic.twitter.com/m6zEF6fuh2",1121822611581882368,2019-04-26,17:05:27,repbonamici,1,3,8,2019-04-26 17:05:27
.@NOAA’s interactive story map illustrates some of the socioeconomic effects of harmful algal blooms in 40 communities. We must do more to support communities and industries affected by HABs. https://noaa.maps.arcgis.com/apps/Cascade/index.html?appid=9e6fca29791b428e827f7e9ec095a3d7 …,1121793485789548544,2019-04-26,15:09:43,repbonamici,0,8,15,2019-04-26 15:09:43
"Harmful algal blooms harm the health of our oceans & freshwater systems. As Co-Chair of House Oceans Caucus & Congressional Estuary Caucus, I led legislation last year to improve our response to HABs, but our understanding of socioeconomic effects of HABs remains incomplete.",1121793401815355393,2019-04-26,15:09:23,repbonamici,1,4,18,2019-04-26 15:09:23
