tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
"States should have the authority to create wildlife plans that fit their specific needs, and the case regarding the Greater Yellowstone Ecosystem Grizzly Bear is no different. https://twitter.com/westerncaucus/status/1156321478377451520 …",1156621197217619968,2019-07-31,17:42:37,mikecrapo,16,10,22,2019-07-31 17:42:37
The MICROCHIPS Act would create a coordinated whole-of-government approach to identify and prevent these efforts and others aimed at undermining or interrupting the timely and secure provision of dual-use technologies vital to our national security.  https://www.crapo.senate.gov/media/newsreleases/crapo-warner-legislation-would-secure-us-supply-chains-against-foreign-exploitation- …,1156581536684285952,2019-07-31,15:05:01,mikecrapo,3,7,6,2019-07-31 15:05:01
"It seems to me that digital technology innovations are inevitable, could be beneficial, and I believe that the U.S. should lead in developing these innovations and what the rules of the road should be. https://www.banking.senate.gov/newsroom/majority/crapo-statement-at-hearing-on-digital-currencies-and-blockchain …",1156294053203533825,2019-07-30,20:02:39,mikecrapo,9,11,12,2019-07-30 20:02:39
"Facebook’s Libra project has generated renewed interest in digital currencies and blockchain, generally, including how they interact with U.S. and international regulatory frameworks, the potential benefits and challenges they pose.  https://www.banking.senate.gov/newsroom/majority/crapo-statement-at-hearing-on-digital-currencies-and-blockchain …",1156213291640922113,2019-07-30,14:41:44,mikecrapo,8,4,7,2019-07-30 14:41:44
"As digital currency becomes more common, it is important to review current regulatory frameworks applicable to them, gaps in regulation, and consumer and privacy protections. The Banking Committee is holding a hearing on this at 10:00 a.m. ET. WATCH: https://www.banking.senate.gov/hearings/examining-regulatory-frameworks-for-digital-currencies-and-blockchain …",1156201172061044736,2019-07-30,13:53:35,mikecrapo,6,4,5,2019-07-30 13:53:35
#ICYMI: My column this week focuses on the National Day of the American Cowboy. (via @Idaho_Politics)  https://idahopoliticsweekly.com/politics/2746-guest-opinion-national-day-of-the-american-cowboy … pic.twitter.com/L36qIdy1t9,1154864412865548299,2019-07-26,21:21:47,mikecrapo,21,4,14,2019-07-26 21:21:47
"Today, the House voted to #PassthePASTAct to end the practice of soring #horses. As sponsor of the Senate bill, S. 1007, I encourage my Senate colleagues to swiftly pass the bill to end this cruelty. @AWAction_News",1154465394196910080,2019-07-25,18:56:13,mikecrapo,25,15,36,2019-07-25 18:56:13
"The DOL is proposing significant reforms to the visa process and requirements, including a review of the methodology used to determine wage rates. https://www.federalregister.gov/documents/2019/07/26/2019-15307/temporary-agricultural-employment-of-h-2a-nonimmigrants-in-the-united-states …",1154400603034017792,2019-07-25,14:38:46,mikecrapo,4,2,4,2019-07-25 14:38:46
Thanks to the @USDeptLabor for acting on concerns I brought on behalf of Idaho producers regarding the administration and wage determination for the H-2A seasonal guest worker visa.,1154400601477996544,2019-07-25,14:38:45,mikecrapo,5,2,4,2019-07-25 14:38:45
Congratulations to Hunter Bren on winning the Presidential Environmental Youth Award! Keep up the great work. pic.twitter.com/hkC5GdxOyd,1154115011083755520,2019-07-24,19:43:55,mikecrapo,11,2,17,2019-07-24 19:43:55
