tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
"I wish you and your family a safe, peaceful Thanksgiving. As we reflect on our many blessings and share our gratitude with loved ones, let us take a moment to give thanks for the brave men and women in uniform who sacrifice so much so freedom and opportunity can endure. pic.twitter.com/ioPRQr8v3S",1200051721273303041,2019-11-28,14:00:00,repwalorski,5,2,24,2019-11-28 14:00:00
I introduced a bipartisan bill to provide a much needed update to the estate tax to help our farmers keep more of their hard-earned dollars and protect family-owned businesses from the burden of this harmful tax. https://www.congress.gov/bill/116th-congress/house-bill/5259 …,1199085852057571329,2019-11-25,22:01:59,repwalorski,2,6,12,2019-11-25 22:01:59
"Today, I joined my colleagues in the Indiana delegation to send a letter to @FERC voicing concerns on the propane supply impacting Hoosier families, farmers, and businesses in our community.  I’ll continue to monitor the situation. pic.twitter.com/Fti8oQdvnJ",1198017061718376450,2019-11-22,23:15:00,repwalorski,18,14,37,2019-11-22 23:15:00
"I'm also still waiting to see Speaker Pelosi bring my commonsense bill, the STOP for School Buses Act, to a vote. School bus safety is something we can all agree on. We're #NotOneStepCloser to what really matters. So, when are we going to get back to work? (3/3)",1197992771757453312,2019-11-22,21:38:29,repwalorski,50,86,186,2019-11-22 21:38:29
"And yet, one thing remains the same: House Democrats have wanted to impeach the president since day one. These hearings have kept us from moving forward on important things, like passing USMCA and funding our military. #NotOneStepCloser (2/3)",1197992328784498688,2019-11-22,21:36:43,repwalorski,2242,7661,28749,2019-11-22 21:36:43
"Another week of impeachment hearings comes to an end. That means over the last 2 weeks, the American people have watched the House Democrats use 5 legislative days to hold 7 hearings and hear from 12 witnesses. #NotOneStepCloser (1/3)",1197992240397914113,2019-11-22,21:36:22,repwalorski,30,68,133,2019-11-22 21:36:22
"According to @CDCgov, about 1 in 10 people may have a seizure at some point in their life. During National Epilepsy Awareness Month, you can educate yourself and others about epilepsy and seizure first aid at  http://epilepsy.com/FirstAid . #NEAM2019 #StaySafeSide",1197944295086579713,2019-11-22,18:25:51,repwalorski,4,30,42,2019-11-22 18:25:51
On this #WorldChildrensDay we mark 30 years of the Convention on the Rights of the Child and we celebrate the progress made for Hoosier children and children around the world. Let’s continue to fight for the protection #ForEveryChild to thrive. pic.twitter.com/1Jqcbn7coE,1197289571291152384,2019-11-20,23:04:13,repwalorski,8,5,10,2019-11-20 23:04:13
Another day of impeachment hearings and not a step closer to passing what American farmers and manufacturers really need: #USMCA https://twitter.com/WaysandMeansGOP/status/1197231888189902848 …,1197287678540161024,2019-11-20,22:56:41,repwalorski,9,21,39,2019-11-20 22:56:41
"Thrilled to help kick off the new Suburban Caucus with @RepAnnWagner and fellow task force chairs. As I lead the Task Force on Safety and Stability, I’ll be focused on policies that will keep our children safe, combat the opioid epidemic, and help strengthen our workforce. pic.twitter.com/nmRh8vVgz0",1197258049116868608,2019-11-20,20:58:57,repwalorski,10,10,18,2019-11-20 20:58:57
